material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-RS-L2-012:rs-40-fitout-static-test:MAT-033,samawah:SAM-RS-L2-012:rs-40-fitout-static-test,samawah,SAM-RS-L2-012,line-2 trainset 012,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,grab-pole,Vertical grab pole,24,COTS,2500,"Derived from BOM B15: 24 primary stanchions / 2,500 USD base after Alibaba bus handrail fittings listed-price pass.",yes,"supplier datasheet, fit check, fire/safety evidence where applicable",required
samawah:SAM-RS-L2-012:rs-40-fitout-static-test:MAT-034,samawah:SAM-RS-L2-012:rs-40-fitout-static-test,samawah,SAM-RS-L2-012,line-2 trainset 012,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,intercom,Emergency intercom / help-point,6,COTS,1500,BOM B19 includes CCTV + intercom kit; this row assigns a 250 USD planning unit after Alibaba bus CCTV/intercom listed-price pass.,yes,"supplier datasheet, fit check, fire/safety evidence where applicable",required
samawah:SAM-RS-L2-011:rs-50-dynamic-commissioning:MAT-001,samawah:SAM-RS-L2-011:rs-50-dynamic-commissioning,samawah,SAM-RS-L2-011,line-2 trainset 011,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:commissioning-tools,rolling stock:commissioning tools,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-011:rs-50-dynamic-commissioning:MAT-002,samawah:SAM-RS-L2-011:rs-50-dynamic-commissioning,samawah,SAM-RS-L2-011,line-2 trainset 011,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:test-instrumentation,rolling stock:test instrumentation,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-001,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B1,"S355 RHS tube, underframe + side/roof frame",3.2 t,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-002,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B2,"S355 folded plate, bolsters/coupler pockets/brackets",2.0 t,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-003,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B3,"CNC cutting, drilling, fixture consumables",set,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-004,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B4,Weld consumables + shielding gas,set,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-005,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B5,Shot blast + zinc-rich primer + cavity wax,set,SOURCE,4000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-006,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T5,Na-ion under-seat pack (120 kWh usable / ~150 kWh nameplate),3,BID,45000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-007,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T6,BMS electronics (pack-level),3,BID,4500,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-008,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T11,HV contactor + bus bar set,3,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-009,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T18,"HV cable, bonding strap, and EMC filter set",3 cars,MAKE,12000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-010,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E1,T-ECU/S board (2× RP2350 + CM5),2,BID,1200,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-011,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E2,T-ECU/A board (CM5),2,BID,1500,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-016:rs-10-material-kit:MAT-012,samawah:SAM-RS-L2-016:rs-10-material-kit,samawah,SAM-RS-L2-016,line-2 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E17,"Cable harness (pre-terminated, per car)",3,MAKE,9000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-001,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B1,"S355 RHS tube, underframe + side/roof frame",3.2 t,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-002,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B2,"S355 folded plate, bolsters/coupler pockets/brackets",2.0 t,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-003,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B3,"CNC cutting, drilling, fixture consumables",set,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-004,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B4,Weld consumables + shielding gas,set,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-005,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B5,Shot blast + zinc-rich primer + cavity wax,set,SOURCE,4000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-006,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B22,Scharfenberg Type 10 end coupler + electric head,2,BID,8000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-007,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B23,EN 15227 crash energy absorber / crush-can set,2,BID,4000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-008,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B26,"Jacking, lifting, towing, and recovery fittings",set,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-009,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B29,"Articulation adapter-frame steel, anti-lift, and shim kit",2,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-010,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G1,"Welded common bogie frame, powered build",3,MAKE,15000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-011,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G2,"Welded common bogie frame, trailer build",3,MAKE,9000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-012,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G3,"Wheelset monobloc (RFC 0022, S1002)",12,BID,18000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-013,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G4,Axle bearing box (SKF / FAG),24,SOURCE,12000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-014,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G5,Primary chevron spring,24,SOURCE,4800,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-015,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G6,Secondary air spring + levelling valve,12,SOURCE,6000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-016,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G7,Secondary damper,12,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-017,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G8,Brake disc,12,SOURCE,12000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-018,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G9,Electromagnetic brake caliper,24,BID,12000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-019,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G10,Park-brake spring assembly,24,SOURCE,2400,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-020,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G11,Centre-pin ring bearing + PTFE slider,6,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-021,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G12,Yaw-restraint link + bushes,12,SOURCE,1800,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-022,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G13,Cable-guide + centre-pin assembly,6,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-023,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G14,Wheel-tach (quadrature encoder),12,SOURCE,600,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-024,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G15,Axle bearing temp sensor,24,SOURCE,500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-025,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G16,Brake pad / friction lining kit,12 axle sets,SOURCE,1500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-026,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G17,WSP + brake control harness,6,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-027,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G18,Motor cradle + torque-link weldment,3 powered bogies,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-028,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G19,Flexible gear coupling / torque flange set,6,BID,3000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-015:rs-20-carbody-bogie:MAT-029,samawah:SAM-RS-L2-015:rs-20-carbody-bogie,samawah,SAM-RS-L2-015,line-2 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G20,Bogie inspection covers and guards,6,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-001,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T1,PMSM axle motor (180 kW continuous / 320 kW peak class),6,BID,45000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-002,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T2,Reduction gear (single-stage 6.5:1),6,BID,15000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-003,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T3,SiC inverter (600 kW peak per powered bogie),3,BID,22500,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-004,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T4,Cold-plate + chiller for traction,3,SOURCE,6000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-005,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T5,Na-ion under-seat pack (120 kWh usable / ~150 kWh nameplate),3,BID,45000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-006,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T6,BMS electronics (pack-level),3,BID,4500,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-007,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T7,Pack cooling plate set,3,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-008,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T8,Under-seat aluminium module enclosure set,3,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-009,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T9,Aspirating smoke detector (battery + traction bay),6,SOURCE,10800,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-010,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T10,"Fire suppression (aerosol, auto-discharge)",6,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-011,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T11,HV contactor + bus bar set,3,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-012,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T12,Station charging side-pin connector,3,SOURCE,4500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-013,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T13,Aux inverter (400 V / 110 V / 24 V),3,SOURCE,6000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-014,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T15,Regen dump resistor (roof-mount),1,SOURCE,1000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-015,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T16,"Battery module service disconnect, fuses, and contactors",24 module positions,SOURCE,2400,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-016,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T17,Battery vent duct + fire exhaust path,3 cars,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-017,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T18,"HV cable, bonding strap, and EMC filter set",3 cars,MAKE,12000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-014:rs-30-traction-battery-control:MAT-018,samawah:SAM-RS-L2-014:rs-30-traction-battery-control,samawah,SAM-RS-L2-014,line-2 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T19,Station-charge connector actuator + contact monitor,3,BID,3000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
