qa_uid,city,asset_id,asset_name,asset_type,line,gate_id,domain,stage,hold_point,evidence_required,release_authority,status
basra:BAS-RS-L5-055:qa-13-passenger-systems,basra,BAS-RS-L5-055,line-5 trainset 055,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-056:qa-13-passenger-systems,basra,BAS-RS-L5-056,line-5 trainset 056,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-057:qa-13-passenger-systems,basra,BAS-RS-L5-057,line-5 trainset 057,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-058:qa-13-passenger-systems,basra,BAS-RS-L5-058,line-5 trainset 058,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-059:qa-13-passenger-systems,basra,BAS-RS-L5-059,line-5 trainset 059,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-060:qa-13-passenger-systems,basra,BAS-RS-L5-060,line-5 trainset 060,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-061:qa-13-passenger-systems,basra,BAS-RS-L5-061,line-5 trainset 061,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-062:qa-13-passenger-systems,basra,BAS-RS-L5-062,line-5 trainset 062,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-063:qa-13-passenger-systems,basra,BAS-RS-L5-063,line-5 trainset 063,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-064:qa-13-passenger-systems,basra,BAS-RS-L5-064,line-5 trainset 064,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-065:qa-13-passenger-systems,basra,BAS-RS-L5-065,line-5 trainset 065,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-066:qa-13-passenger-systems,basra,BAS-RS-L5-066,line-5 trainset 066,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-067:qa-13-passenger-systems,basra,BAS-RS-L5-067,line-5 trainset 067,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-068:qa-13-passenger-systems,basra,BAS-RS-L5-068,line-5 trainset 068,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-069:qa-13-passenger-systems,basra,BAS-RS-L5-069,line-5 trainset 069,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-070:qa-13-passenger-systems,basra,BAS-RS-L5-070,line-5 trainset 070,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-071:qa-13-passenger-systems,basra,BAS-RS-L5-071,line-5 trainset 071,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-072:qa-13-passenger-systems,basra,BAS-RS-L5-072,line-5 trainset 072,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-073:qa-13-passenger-systems,basra,BAS-RS-L5-073,line-5 trainset 073,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-074:qa-13-passenger-systems,basra,BAS-RS-L5-074,line-5 trainset 074,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-075:qa-13-passenger-systems,basra,BAS-RS-L5-075,line-5 trainset 075,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-076:qa-13-passenger-systems,basra,BAS-RS-L5-076,line-5 trainset 076,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-077:qa-13-passenger-systems,basra,BAS-RS-L5-077,line-5 trainset 077,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-078:qa-13-passenger-systems,basra,BAS-RS-L5-078,line-5 trainset 078,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-079:qa-13-passenger-systems,basra,BAS-RS-L5-079,line-5 trainset 079,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-080:qa-13-passenger-systems,basra,BAS-RS-L5-080,line-5 trainset 080,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-081:qa-13-passenger-systems,basra,BAS-RS-L5-081,line-5 trainset 081,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-082:qa-13-passenger-systems,basra,BAS-RS-L5-082,line-5 trainset 082,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-083:qa-13-passenger-systems,basra,BAS-RS-L5-083,line-5 trainset 083,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-084:qa-13-passenger-systems,basra,BAS-RS-L5-084,line-5 trainset 084,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-085:qa-13-passenger-systems,basra,BAS-RS-L5-085,line-5 trainset 085,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-086:qa-13-passenger-systems,basra,BAS-RS-L5-086,line-5 trainset 086,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-087:qa-13-passenger-systems,basra,BAS-RS-L5-087,line-5 trainset 087,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-088:qa-13-passenger-systems,basra,BAS-RS-L5-088,line-5 trainset 088,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-089:qa-13-passenger-systems,basra,BAS-RS-L5-089,line-5 trainset 089,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-090:qa-13-passenger-systems,basra,BAS-RS-L5-090,line-5 trainset 090,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-091:qa-13-passenger-systems,basra,BAS-RS-L5-091,line-5 trainset 091,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-092:qa-13-passenger-systems,basra,BAS-RS-L5-092,line-5 trainset 092,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-093:qa-13-passenger-systems,basra,BAS-RS-L5-093,line-5 trainset 093,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L5-094:qa-13-passenger-systems,basra,BAS-RS-L5-094,line-5 trainset 094,rolling-stock,line-5,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-001:qa-13-passenger-systems,basra,BAS-RS-L6-001,line-6 trainset 001,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-002:qa-13-passenger-systems,basra,BAS-RS-L6-002,line-6 trainset 002,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-003:qa-13-passenger-systems,basra,BAS-RS-L6-003,line-6 trainset 003,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-004:qa-13-passenger-systems,basra,BAS-RS-L6-004,line-6 trainset 004,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-005:qa-13-passenger-systems,basra,BAS-RS-L6-005,line-6 trainset 005,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-006:qa-13-passenger-systems,basra,BAS-RS-L6-006,line-6 trainset 006,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-007:qa-13-passenger-systems,basra,BAS-RS-L6-007,line-6 trainset 007,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-008:qa-13-passenger-systems,basra,BAS-RS-L6-008,line-6 trainset 008,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-009:qa-13-passenger-systems,basra,BAS-RS-L6-009,line-6 trainset 009,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-010:qa-13-passenger-systems,basra,BAS-RS-L6-010,line-6 trainset 010,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-011:qa-13-passenger-systems,basra,BAS-RS-L6-011,line-6 trainset 011,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-012:qa-13-passenger-systems,basra,BAS-RS-L6-012,line-6 trainset 012,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-013:qa-13-passenger-systems,basra,BAS-RS-L6-013,line-6 trainset 013,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-014:qa-13-passenger-systems,basra,BAS-RS-L6-014,line-6 trainset 014,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-015:qa-13-passenger-systems,basra,BAS-RS-L6-015,line-6 trainset 015,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-016:qa-13-passenger-systems,basra,BAS-RS-L6-016,line-6 trainset 016,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-017:qa-13-passenger-systems,basra,BAS-RS-L6-017,line-6 trainset 017,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-018:qa-13-passenger-systems,basra,BAS-RS-L6-018,line-6 trainset 018,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-019:qa-13-passenger-systems,basra,BAS-RS-L6-019,line-6 trainset 019,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-020:qa-13-passenger-systems,basra,BAS-RS-L6-020,line-6 trainset 020,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-021:qa-13-passenger-systems,basra,BAS-RS-L6-021,line-6 trainset 021,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-022:qa-13-passenger-systems,basra,BAS-RS-L6-022,line-6 trainset 022,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-023:qa-13-passenger-systems,basra,BAS-RS-L6-023,line-6 trainset 023,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-024:qa-13-passenger-systems,basra,BAS-RS-L6-024,line-6 trainset 024,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-025:qa-13-passenger-systems,basra,BAS-RS-L6-025,line-6 trainset 025,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-026:qa-13-passenger-systems,basra,BAS-RS-L6-026,line-6 trainset 026,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-027:qa-13-passenger-systems,basra,BAS-RS-L6-027,line-6 trainset 027,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-028:qa-13-passenger-systems,basra,BAS-RS-L6-028,line-6 trainset 028,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-029:qa-13-passenger-systems,basra,BAS-RS-L6-029,line-6 trainset 029,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-030:qa-13-passenger-systems,basra,BAS-RS-L6-030,line-6 trainset 030,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-031:qa-13-passenger-systems,basra,BAS-RS-L6-031,line-6 trainset 031,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-032:qa-13-passenger-systems,basra,BAS-RS-L6-032,line-6 trainset 032,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-033:qa-13-passenger-systems,basra,BAS-RS-L6-033,line-6 trainset 033,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
basra:BAS-RS-L6-034:qa-13-passenger-systems,basra,BAS-RS-L6-034,line-6 trainset 034,rolling-stock,line-6,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
