evidence_id,city,asset_id,asset_name,asset_type,manufacturing_uid,package_id,phase,qa_uid,qa_gate_id,qa_stage,hold_point,required_result,release_authority,evidence_required,blocks_successors,predecessor_uids,material_count,material_sources,acceptance_use
basra:BAS-RS-L2-043:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L2-043,line-2 trainset 043,rolling-stock,basra:BAS-RS-L2-043:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L2-043:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L2-043:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-048:rs-10-material-kit:VERIFY,basra,BAS-RS-L2-048,line-2 trainset 048,rolling-stock,basra:BAS-RS-L2-048:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L2-048:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-047:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L2-047,line-2 trainset 047,rolling-stock,basra:BAS-RS-L2-047:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L2-047:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L2-047:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-046:rs-30-traction-battery-control:VERIFY,basra,BAS-RS-L2-046,line-2 trainset 046,rolling-stock,basra:BAS-RS-L2-046:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,basra:BAS-RS-L2-046:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,basra:BAS-RS-L2-046:rs-20-carbody-bogie,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-045:rs-40-fitout-static-test:VERIFY,basra,BAS-RS-L2-045,line-2 trainset 045,rolling-stock,basra:BAS-RS-L2-045:rs-40-fitout-static-test,rs-40-fitout-static-test,rolling-stock,basra:BAS-RS-L2-045:qa-13-passenger-systems,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",pass,fleet acceptance engineer + accessibility reviewer,"door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",yes,basra:BAS-RS-L2-045:rs-30-traction-battery-control,34,rolling_stock_bom:27; rolling_stock_cots_fitout:7,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-044:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L2-044,line-2 trainset 044,rolling-stock,basra:BAS-RS-L2-044:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L2-044:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L2-044:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-049:rs-10-material-kit:VERIFY,basra,BAS-RS-L2-049,line-2 trainset 049,rolling-stock,basra:BAS-RS-L2-049:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L2-049:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-048:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L2-048,line-2 trainset 048,rolling-stock,basra:BAS-RS-L2-048:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L2-048:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L2-048:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-047:rs-30-traction-battery-control:VERIFY,basra,BAS-RS-L2-047,line-2 trainset 047,rolling-stock,basra:BAS-RS-L2-047:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,basra:BAS-RS-L2-047:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,basra:BAS-RS-L2-047:rs-20-carbody-bogie,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-046:rs-40-fitout-static-test:VERIFY,basra,BAS-RS-L2-046,line-2 trainset 046,rolling-stock,basra:BAS-RS-L2-046:rs-40-fitout-static-test,rs-40-fitout-static-test,rolling-stock,basra:BAS-RS-L2-046:qa-13-passenger-systems,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",pass,fleet acceptance engineer + accessibility reviewer,"door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",yes,basra:BAS-RS-L2-046:rs-30-traction-battery-control,34,rolling_stock_bom:27; rolling_stock_cots_fitout:7,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-045:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L2-045,line-2 trainset 045,rolling-stock,basra:BAS-RS-L2-045:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L2-045:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L2-045:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-050:rs-10-material-kit:VERIFY,basra,BAS-RS-L2-050,line-2 trainset 050,rolling-stock,basra:BAS-RS-L2-050:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L2-050:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-049:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L2-049,line-2 trainset 049,rolling-stock,basra:BAS-RS-L2-049:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L2-049:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L2-049:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-048:rs-30-traction-battery-control:VERIFY,basra,BAS-RS-L2-048,line-2 trainset 048,rolling-stock,basra:BAS-RS-L2-048:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,basra:BAS-RS-L2-048:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,basra:BAS-RS-L2-048:rs-20-carbody-bogie,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-047:rs-40-fitout-static-test:VERIFY,basra,BAS-RS-L2-047,line-2 trainset 047,rolling-stock,basra:BAS-RS-L2-047:rs-40-fitout-static-test,rs-40-fitout-static-test,rolling-stock,basra:BAS-RS-L2-047:qa-13-passenger-systems,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",pass,fleet acceptance engineer + accessibility reviewer,"door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",yes,basra:BAS-RS-L2-047:rs-30-traction-battery-control,34,rolling_stock_bom:27; rolling_stock_cots_fitout:7,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-046:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L2-046,line-2 trainset 046,rolling-stock,basra:BAS-RS-L2-046:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L2-046:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L2-046:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-051:rs-10-material-kit:VERIFY,basra,BAS-RS-L2-051,line-2 trainset 051,rolling-stock,basra:BAS-RS-L2-051:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L2-051:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-050:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L2-050,line-2 trainset 050,rolling-stock,basra:BAS-RS-L2-050:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L2-050:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L2-050:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-049:rs-30-traction-battery-control:VERIFY,basra,BAS-RS-L2-049,line-2 trainset 049,rolling-stock,basra:BAS-RS-L2-049:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,basra:BAS-RS-L2-049:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,basra:BAS-RS-L2-049:rs-20-carbody-bogie,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-048:rs-40-fitout-static-test:VERIFY,basra,BAS-RS-L2-048,line-2 trainset 048,rolling-stock,basra:BAS-RS-L2-048:rs-40-fitout-static-test,rs-40-fitout-static-test,rolling-stock,basra:BAS-RS-L2-048:qa-13-passenger-systems,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",pass,fleet acceptance engineer + accessibility reviewer,"door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",yes,basra:BAS-RS-L2-048:rs-30-traction-battery-control,34,rolling_stock_bom:27; rolling_stock_cots_fitout:7,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-047:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L2-047,line-2 trainset 047,rolling-stock,basra:BAS-RS-L2-047:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L2-047:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L2-047:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-001:rs-10-material-kit:VERIFY,basra,BAS-RS-L3-001,line-3 trainset 001,rolling-stock,basra:BAS-RS-L3-001:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L3-001:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-051:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L2-051,line-2 trainset 051,rolling-stock,basra:BAS-RS-L2-051:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L2-051:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L2-051:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-050:rs-30-traction-battery-control:VERIFY,basra,BAS-RS-L2-050,line-2 trainset 050,rolling-stock,basra:BAS-RS-L2-050:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,basra:BAS-RS-L2-050:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,basra:BAS-RS-L2-050:rs-20-carbody-bogie,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-049:rs-40-fitout-static-test:VERIFY,basra,BAS-RS-L2-049,line-2 trainset 049,rolling-stock,basra:BAS-RS-L2-049:rs-40-fitout-static-test,rs-40-fitout-static-test,rolling-stock,basra:BAS-RS-L2-049:qa-13-passenger-systems,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",pass,fleet acceptance engineer + accessibility reviewer,"door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",yes,basra:BAS-RS-L2-049:rs-30-traction-battery-control,34,rolling_stock_bom:27; rolling_stock_cots_fitout:7,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-048:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L2-048,line-2 trainset 048,rolling-stock,basra:BAS-RS-L2-048:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L2-048:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L2-048:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-002:rs-10-material-kit:VERIFY,basra,BAS-RS-L3-002,line-3 trainset 002,rolling-stock,basra:BAS-RS-L3-002:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L3-002:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-001:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L3-001,line-3 trainset 001,rolling-stock,basra:BAS-RS-L3-001:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L3-001:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L3-001:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-051:rs-30-traction-battery-control:VERIFY,basra,BAS-RS-L2-051,line-2 trainset 051,rolling-stock,basra:BAS-RS-L2-051:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,basra:BAS-RS-L2-051:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,basra:BAS-RS-L2-051:rs-20-carbody-bogie,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-050:rs-40-fitout-static-test:VERIFY,basra,BAS-RS-L2-050,line-2 trainset 050,rolling-stock,basra:BAS-RS-L2-050:rs-40-fitout-static-test,rs-40-fitout-static-test,rolling-stock,basra:BAS-RS-L2-050:qa-13-passenger-systems,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",pass,fleet acceptance engineer + accessibility reviewer,"door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",yes,basra:BAS-RS-L2-050:rs-30-traction-battery-control,34,rolling_stock_bom:27; rolling_stock_cots_fitout:7,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-049:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L2-049,line-2 trainset 049,rolling-stock,basra:BAS-RS-L2-049:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L2-049:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L2-049:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-003:rs-10-material-kit:VERIFY,basra,BAS-RS-L3-003,line-3 trainset 003,rolling-stock,basra:BAS-RS-L3-003:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L3-003:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-002:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L3-002,line-3 trainset 002,rolling-stock,basra:BAS-RS-L3-002:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L3-002:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L3-002:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-001:rs-30-traction-battery-control:VERIFY,basra,BAS-RS-L3-001,line-3 trainset 001,rolling-stock,basra:BAS-RS-L3-001:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,basra:BAS-RS-L3-001:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,basra:BAS-RS-L3-001:rs-20-carbody-bogie,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-051:rs-40-fitout-static-test:VERIFY,basra,BAS-RS-L2-051,line-2 trainset 051,rolling-stock,basra:BAS-RS-L2-051:rs-40-fitout-static-test,rs-40-fitout-static-test,rolling-stock,basra:BAS-RS-L2-051:qa-13-passenger-systems,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",pass,fleet acceptance engineer + accessibility reviewer,"door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",yes,basra:BAS-RS-L2-051:rs-30-traction-battery-control,34,rolling_stock_bom:27; rolling_stock_cots_fitout:7,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-050:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L2-050,line-2 trainset 050,rolling-stock,basra:BAS-RS-L2-050:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L2-050:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L2-050:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-004:rs-10-material-kit:VERIFY,basra,BAS-RS-L3-004,line-3 trainset 004,rolling-stock,basra:BAS-RS-L3-004:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L3-004:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-003:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L3-003,line-3 trainset 003,rolling-stock,basra:BAS-RS-L3-003:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L3-003:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L3-003:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-002:rs-30-traction-battery-control:VERIFY,basra,BAS-RS-L3-002,line-3 trainset 002,rolling-stock,basra:BAS-RS-L3-002:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,basra:BAS-RS-L3-002:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,basra:BAS-RS-L3-002:rs-20-carbody-bogie,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-001:rs-40-fitout-static-test:VERIFY,basra,BAS-RS-L3-001,line-3 trainset 001,rolling-stock,basra:BAS-RS-L3-001:rs-40-fitout-static-test,rs-40-fitout-static-test,rolling-stock,basra:BAS-RS-L3-001:qa-13-passenger-systems,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",pass,fleet acceptance engineer + accessibility reviewer,"door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",yes,basra:BAS-RS-L3-001:rs-30-traction-battery-control,34,rolling_stock_bom:27; rolling_stock_cots_fitout:7,rolling-stock acceptance and trainset release
basra:BAS-RS-L2-051:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L2-051,line-2 trainset 051,rolling-stock,basra:BAS-RS-L2-051:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L2-051:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L2-051:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-005:rs-10-material-kit:VERIFY,basra,BAS-RS-L3-005,line-3 trainset 005,rolling-stock,basra:BAS-RS-L3-005:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L3-005:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-RS-L3-004:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L3-004,line-3 trainset 004,rolling-stock,basra:BAS-RS-L3-004:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L3-004:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L3-004:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
