campaign,geography_type,region,country,city,recipient_id,recipient_role,organization,recipient_name,email,official_url,verification_status,last_verified,source_url,notes
marketing/campaigns/south-asia/Sri Lanka/Kandy/README.md,city,south-asia,Sri Lanka,Kandy,mayor-office,Office of the Mayor or city executive for Kandy,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/south-asia/Sri Lanka/Kandy/README.md,city,south-asia,Sri Lanka,Kandy,transport-planning,Kandy municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/south-asia/Sri Lanka/Kandy/README.md,city,south-asia,Sri Lanka,Kandy,sustainability-office,"Kandy climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/south-asia/Sri Lanka/Kandy/README.md,city,south-asia,Sri Lanka,Kandy,municipal-finance,Kandy municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Cambodia/Phnom-Penh/README.md,city,southeast-asia,Cambodia,Phnom-Penh,mayor-office,Office of the Mayor or city executive for Phnom-Penh,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Cambodia/Phnom-Penh/README.md,city,southeast-asia,Cambodia,Phnom-Penh,transport-planning,Phnom-Penh municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Cambodia/Phnom-Penh/README.md,city,southeast-asia,Cambodia,Phnom-Penh,sustainability-office,"Phnom-Penh climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Cambodia/Phnom-Penh/README.md,city,southeast-asia,Cambodia,Phnom-Penh,municipal-finance,Phnom-Penh municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Indonesia/Bandung/README.md,city,southeast-asia,Indonesia,Bandung,mayor-office,Office of the Mayor or city executive for Bandung,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Indonesia/Bandung/README.md,city,southeast-asia,Indonesia,Bandung,transport-planning,Bandung municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Indonesia/Bandung/README.md,city,southeast-asia,Indonesia,Bandung,sustainability-office,"Bandung climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Indonesia/Bandung/README.md,city,southeast-asia,Indonesia,Bandung,municipal-finance,Bandung municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Indonesia/Surabaya/README.md,city,southeast-asia,Indonesia,Surabaya,mayor-office,Office of the Mayor or city executive for Surabaya,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Indonesia/Surabaya/README.md,city,southeast-asia,Indonesia,Surabaya,transport-planning,Surabaya municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Indonesia/Surabaya/README.md,city,southeast-asia,Indonesia,Surabaya,sustainability-office,"Surabaya climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Indonesia/Surabaya/README.md,city,southeast-asia,Indonesia,Surabaya,municipal-finance,Surabaya municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Laos/Vientiane/README.md,city,southeast-asia,Laos,Vientiane,mayor-office,Office of the Mayor or city executive for Vientiane,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Laos/Vientiane/README.md,city,southeast-asia,Laos,Vientiane,transport-planning,Vientiane municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Laos/Vientiane/README.md,city,southeast-asia,Laos,Vientiane,sustainability-office,"Vientiane climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Laos/Vientiane/README.md,city,southeast-asia,Laos,Vientiane,municipal-finance,Vientiane municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Myanmar/Mandalay/README.md,city,southeast-asia,Myanmar,Mandalay,mayor-office,Office of the Mayor or city executive for Mandalay,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Myanmar/Mandalay/README.md,city,southeast-asia,Myanmar,Mandalay,transport-planning,Mandalay municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Myanmar/Mandalay/README.md,city,southeast-asia,Myanmar,Mandalay,sustainability-office,"Mandalay climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Myanmar/Mandalay/README.md,city,southeast-asia,Myanmar,Mandalay,municipal-finance,Mandalay municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Myanmar/Yangon/README.md,city,southeast-asia,Myanmar,Yangon,mayor-office,Office of the Mayor or city executive for Yangon,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Myanmar/Yangon/README.md,city,southeast-asia,Myanmar,Yangon,transport-planning,Yangon municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Myanmar/Yangon/README.md,city,southeast-asia,Myanmar,Yangon,sustainability-office,"Yangon climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Myanmar/Yangon/README.md,city,southeast-asia,Myanmar,Yangon,municipal-finance,Yangon municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Philippines/Davao/README.md,city,southeast-asia,Philippines,Davao,mayor-office,Office of the Mayor or city executive for Davao,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Philippines/Davao/README.md,city,southeast-asia,Philippines,Davao,transport-planning,Davao municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Philippines/Davao/README.md,city,southeast-asia,Philippines,Davao,sustainability-office,"Davao climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/southeast-asia/Philippines/Davao/README.md,city,southeast-asia,Philippines,Davao,municipal-finance,Davao municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Burkina Faso/Ouagadougou/README.md,city,west-africa,Burkina Faso,Ouagadougou,mayor-office,Office of the Mayor or city executive for Ouagadougou,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Burkina Faso/Ouagadougou/README.md,city,west-africa,Burkina Faso,Ouagadougou,transport-planning,Ouagadougou municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Burkina Faso/Ouagadougou/README.md,city,west-africa,Burkina Faso,Ouagadougou,sustainability-office,"Ouagadougou climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Burkina Faso/Ouagadougou/README.md,city,west-africa,Burkina Faso,Ouagadougou,municipal-finance,Ouagadougou municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bafoussam/README.md,city,west-africa,Cameroon,Bafoussam,mayor-office,Office of the Mayor or city executive for Bafoussam,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bafoussam/README.md,city,west-africa,Cameroon,Bafoussam,transport-planning,Bafoussam municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bafoussam/README.md,city,west-africa,Cameroon,Bafoussam,sustainability-office,"Bafoussam climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bafoussam/README.md,city,west-africa,Cameroon,Bafoussam,municipal-finance,Bafoussam municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bamenda/README.md,city,west-africa,Cameroon,Bamenda,mayor-office,Office of the Mayor or city executive for Bamenda,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bamenda/README.md,city,west-africa,Cameroon,Bamenda,transport-planning,Bamenda municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bamenda/README.md,city,west-africa,Cameroon,Bamenda,sustainability-office,"Bamenda climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bamenda/README.md,city,west-africa,Cameroon,Bamenda,municipal-finance,Bamenda municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bertoua/README.md,city,west-africa,Cameroon,Bertoua,mayor-office,Office of the Mayor or city executive for Bertoua,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bertoua/README.md,city,west-africa,Cameroon,Bertoua,transport-planning,Bertoua municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bertoua/README.md,city,west-africa,Cameroon,Bertoua,sustainability-office,"Bertoua climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Bertoua/README.md,city,west-africa,Cameroon,Bertoua,municipal-finance,Bertoua municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Douala/README.md,city,west-africa,Cameroon,Douala,mayor-office,Office of the Mayor or city executive for Douala,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Douala/README.md,city,west-africa,Cameroon,Douala,transport-planning,Douala municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Douala/README.md,city,west-africa,Cameroon,Douala,sustainability-office,"Douala climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Douala/README.md,city,west-africa,Cameroon,Douala,municipal-finance,Douala municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Edea/README.md,city,west-africa,Cameroon,Edea,mayor-office,Office of the Mayor or city executive for Edea,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Edea/README.md,city,west-africa,Cameroon,Edea,transport-planning,Edea municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Edea/README.md,city,west-africa,Cameroon,Edea,sustainability-office,"Edea climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Edea/README.md,city,west-africa,Cameroon,Edea,municipal-finance,Edea municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Garoua/README.md,city,west-africa,Cameroon,Garoua,mayor-office,Office of the Mayor or city executive for Garoua,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Garoua/README.md,city,west-africa,Cameroon,Garoua,transport-planning,Garoua municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Garoua/README.md,city,west-africa,Cameroon,Garoua,sustainability-office,"Garoua climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Garoua/README.md,city,west-africa,Cameroon,Garoua,municipal-finance,Garoua municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Kumba/README.md,city,west-africa,Cameroon,Kumba,mayor-office,Office of the Mayor or city executive for Kumba,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Kumba/README.md,city,west-africa,Cameroon,Kumba,transport-planning,Kumba municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Kumba/README.md,city,west-africa,Cameroon,Kumba,sustainability-office,"Kumba climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Kumba/README.md,city,west-africa,Cameroon,Kumba,municipal-finance,Kumba municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Maroua/README.md,city,west-africa,Cameroon,Maroua,mayor-office,Office of the Mayor or city executive for Maroua,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Maroua/README.md,city,west-africa,Cameroon,Maroua,transport-planning,Maroua municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Maroua/README.md,city,west-africa,Cameroon,Maroua,sustainability-office,"Maroua climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Maroua/README.md,city,west-africa,Cameroon,Maroua,municipal-finance,Maroua municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Ngaoundere/README.md,city,west-africa,Cameroon,Ngaoundere,mayor-office,Office of the Mayor or city executive for Ngaoundere,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Ngaoundere/README.md,city,west-africa,Cameroon,Ngaoundere,transport-planning,Ngaoundere municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Ngaoundere/README.md,city,west-africa,Cameroon,Ngaoundere,sustainability-office,"Ngaoundere climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Ngaoundere/README.md,city,west-africa,Cameroon,Ngaoundere,municipal-finance,Ngaoundere municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Yaounde/README.md,city,west-africa,Cameroon,Yaounde,mayor-office,Office of the Mayor or city executive for Yaounde,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Yaounde/README.md,city,west-africa,Cameroon,Yaounde,transport-planning,Yaounde municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Yaounde/README.md,city,west-africa,Cameroon,Yaounde,sustainability-office,"Yaounde climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Cameroon/Yaounde/README.md,city,west-africa,Cameroon,Yaounde,municipal-finance,Yaounde municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Guinea/Conakry/README.md,city,west-africa,Guinea,Conakry,mayor-office,Office of the Mayor or city executive for Conakry,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Guinea/Conakry/README.md,city,west-africa,Guinea,Conakry,transport-planning,Conakry municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Guinea/Conakry/README.md,city,west-africa,Guinea,Conakry,sustainability-office,"Conakry climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Guinea/Conakry/README.md,city,west-africa,Guinea,Conakry,municipal-finance,Conakry municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Mali/Bamako/README.md,city,west-africa,Mali,Bamako,mayor-office,Office of the Mayor or city executive for Bamako,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Mali/Bamako/README.md,city,west-africa,Mali,Bamako,transport-planning,Bamako municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Mali/Bamako/README.md,city,west-africa,Mali,Bamako,sustainability-office,"Bamako climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Mali/Bamako/README.md,city,west-africa,Mali,Bamako,municipal-finance,Bamako municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Niger/Niamey/README.md,city,west-africa,Niger,Niamey,mayor-office,Office of the Mayor or city executive for Niamey,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Niger/Niamey/README.md,city,west-africa,Niger,Niamey,transport-planning,Niamey municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Niger/Niamey/README.md,city,west-africa,Niger,Niamey,sustainability-office,"Niamey climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Niger/Niamey/README.md,city,west-africa,Niger,Niamey,municipal-finance,Niamey municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Aba-Ng/README.md,city,west-africa,Nigeria,Aba-Ng,mayor-office,Office of the Mayor or city executive for Aba-Ng,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Aba-Ng/README.md,city,west-africa,Nigeria,Aba-Ng,transport-planning,Aba-Ng municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Aba-Ng/README.md,city,west-africa,Nigeria,Aba-Ng,sustainability-office,"Aba-Ng climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Aba-Ng/README.md,city,west-africa,Nigeria,Aba-Ng,municipal-finance,Aba-Ng municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Benin-City/README.md,city,west-africa,Nigeria,Benin-City,mayor-office,Office of the Mayor or city executive for Benin-City,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Benin-City/README.md,city,west-africa,Nigeria,Benin-City,transport-planning,Benin-City municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Benin-City/README.md,city,west-africa,Nigeria,Benin-City,sustainability-office,"Benin-City climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Benin-City/README.md,city,west-africa,Nigeria,Benin-City,municipal-finance,Benin-City municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Ibadan/README.md,city,west-africa,Nigeria,Ibadan,mayor-office,Office of the Mayor or city executive for Ibadan,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Ibadan/README.md,city,west-africa,Nigeria,Ibadan,transport-planning,Ibadan municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Ibadan/README.md,city,west-africa,Nigeria,Ibadan,sustainability-office,"Ibadan climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Ibadan/README.md,city,west-africa,Nigeria,Ibadan,municipal-finance,Ibadan municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Ilorin/README.md,city,west-africa,Nigeria,Ilorin,mayor-office,Office of the Mayor or city executive for Ilorin,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Ilorin/README.md,city,west-africa,Nigeria,Ilorin,transport-planning,Ilorin municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Ilorin/README.md,city,west-africa,Nigeria,Ilorin,sustainability-office,"Ilorin climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Ilorin/README.md,city,west-africa,Nigeria,Ilorin,municipal-finance,Ilorin municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Jos/README.md,city,west-africa,Nigeria,Jos,mayor-office,Office of the Mayor or city executive for Jos,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Jos/README.md,city,west-africa,Nigeria,Jos,transport-planning,Jos municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Jos/README.md,city,west-africa,Nigeria,Jos,sustainability-office,"Jos climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Jos/README.md,city,west-africa,Nigeria,Jos,municipal-finance,Jos municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Kano/README.md,city,west-africa,Nigeria,Kano,mayor-office,Office of the Mayor or city executive for Kano,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Kano/README.md,city,west-africa,Nigeria,Kano,transport-planning,Kano municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Kano/README.md,city,west-africa,Nigeria,Kano,sustainability-office,"Kano climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Kano/README.md,city,west-africa,Nigeria,Kano,municipal-finance,Kano municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Maiduguri/README.md,city,west-africa,Nigeria,Maiduguri,mayor-office,Office of the Mayor or city executive for Maiduguri,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Maiduguri/README.md,city,west-africa,Nigeria,Maiduguri,transport-planning,Maiduguri municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Maiduguri/README.md,city,west-africa,Nigeria,Maiduguri,sustainability-office,"Maiduguri climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Maiduguri/README.md,city,west-africa,Nigeria,Maiduguri,municipal-finance,Maiduguri municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Onitsha/README.md,city,west-africa,Nigeria,Onitsha,mayor-office,Office of the Mayor or city executive for Onitsha,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Onitsha/README.md,city,west-africa,Nigeria,Onitsha,transport-planning,Onitsha municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Onitsha/README.md,city,west-africa,Nigeria,Onitsha,sustainability-office,"Onitsha climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Onitsha/README.md,city,west-africa,Nigeria,Onitsha,municipal-finance,Onitsha municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Port-Harcourt/README.md,city,west-africa,Nigeria,Port-Harcourt,mayor-office,Office of the Mayor or city executive for Port-Harcourt,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Port-Harcourt/README.md,city,west-africa,Nigeria,Port-Harcourt,transport-planning,Port-Harcourt municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Port-Harcourt/README.md,city,west-africa,Nigeria,Port-Harcourt,sustainability-office,"Port-Harcourt climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Port-Harcourt/README.md,city,west-africa,Nigeria,Port-Harcourt,municipal-finance,Port-Harcourt municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Uyo/README.md,city,west-africa,Nigeria,Uyo,mayor-office,Office of the Mayor or city executive for Uyo,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Uyo/README.md,city,west-africa,Nigeria,Uyo,transport-planning,Uyo municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Uyo/README.md,city,west-africa,Nigeria,Uyo,sustainability-office,"Uyo climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Nigeria/Uyo/README.md,city,west-africa,Nigeria,Uyo,municipal-finance,Uyo municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Senegal/Dakar/README.md,city,west-africa,Senegal,Dakar,mayor-office,Office of the Mayor or city executive for Dakar,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Senegal/Dakar/README.md,city,west-africa,Senegal,Dakar,transport-planning,Dakar municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Senegal/Dakar/README.md,city,west-africa,Senegal,Dakar,sustainability-office,"Dakar climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-africa/Senegal/Dakar/README.md,city,west-africa,Senegal,Dakar,municipal-finance,Dakar municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-asia/Egypt/Arish/README.md,city,west-asia,Egypt,Arish,mayor-office,Office of the Mayor or city executive for Arish,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-asia/Egypt/Arish/README.md,city,west-asia,Egypt,Arish,transport-planning,Arish municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-asia/Egypt/Arish/README.md,city,west-asia,Egypt,Arish,sustainability-office,"Arish climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/west-asia/Egypt/Arish/README.md,city,west-asia,Egypt,Arish,municipal-finance,Arish municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
