qa_uid,city,asset_id,asset_name,asset_type,line,gate_id,domain,stage,hold_point,evidence_required,release_authority,status
samawah:SAM-RS-L2-024:qa-13-passenger-systems,samawah,SAM-RS-L2-024,line-2 trainset 024,rolling-stock,line-2,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L2-025:qa-13-passenger-systems,samawah,SAM-RS-L2-025,line-2 trainset 025,rolling-stock,line-2,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L2-026:qa-13-passenger-systems,samawah,SAM-RS-L2-026,line-2 trainset 026,rolling-stock,line-2,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L2-027:qa-13-passenger-systems,samawah,SAM-RS-L2-027,line-2 trainset 027,rolling-stock,line-2,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L2-028:qa-13-passenger-systems,samawah,SAM-RS-L2-028,line-2 trainset 028,rolling-stock,line-2,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L2-029:qa-13-passenger-systems,samawah,SAM-RS-L2-029,line-2 trainset 029,rolling-stock,line-2,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L2-030:qa-13-passenger-systems,samawah,SAM-RS-L2-030,line-2 trainset 030,rolling-stock,line-2,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L2-031:qa-13-passenger-systems,samawah,SAM-RS-L2-031,line-2 trainset 031,rolling-stock,line-2,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-001:qa-13-passenger-systems,samawah,SAM-RS-L3-001,line-3 trainset 001,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-002:qa-13-passenger-systems,samawah,SAM-RS-L3-002,line-3 trainset 002,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-003:qa-13-passenger-systems,samawah,SAM-RS-L3-003,line-3 trainset 003,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-004:qa-13-passenger-systems,samawah,SAM-RS-L3-004,line-3 trainset 004,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-005:qa-13-passenger-systems,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-006:qa-13-passenger-systems,samawah,SAM-RS-L3-006,line-3 trainset 006,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-007:qa-13-passenger-systems,samawah,SAM-RS-L3-007,line-3 trainset 007,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-008:qa-13-passenger-systems,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-009:qa-13-passenger-systems,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-010:qa-13-passenger-systems,samawah,SAM-RS-L3-010,line-3 trainset 010,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-011:qa-13-passenger-systems,samawah,SAM-RS-L3-011,line-3 trainset 011,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-012:qa-13-passenger-systems,samawah,SAM-RS-L3-012,line-3 trainset 012,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-013:qa-13-passenger-systems,samawah,SAM-RS-L3-013,line-3 trainset 013,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-014:qa-13-passenger-systems,samawah,SAM-RS-L3-014,line-3 trainset 014,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-015:qa-13-passenger-systems,samawah,SAM-RS-L3-015,line-3 trainset 015,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-016:qa-13-passenger-systems,samawah,SAM-RS-L3-016,line-3 trainset 016,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-017:qa-13-passenger-systems,samawah,SAM-RS-L3-017,line-3 trainset 017,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-018:qa-13-passenger-systems,samawah,SAM-RS-L3-018,line-3 trainset 018,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-019:qa-13-passenger-systems,samawah,SAM-RS-L3-019,line-3 trainset 019,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-020:qa-13-passenger-systems,samawah,SAM-RS-L3-020,line-3 trainset 020,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-021:qa-13-passenger-systems,samawah,SAM-RS-L3-021,line-3 trainset 021,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-022:qa-13-passenger-systems,samawah,SAM-RS-L3-022,line-3 trainset 022,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-023:qa-13-passenger-systems,samawah,SAM-RS-L3-023,line-3 trainset 023,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-024:qa-13-passenger-systems,samawah,SAM-RS-L3-024,line-3 trainset 024,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-025:qa-13-passenger-systems,samawah,SAM-RS-L3-025,line-3 trainset 025,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-026:qa-13-passenger-systems,samawah,SAM-RS-L3-026,line-3 trainset 026,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-027:qa-13-passenger-systems,samawah,SAM-RS-L3-027,line-3 trainset 027,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-028:qa-13-passenger-systems,samawah,SAM-RS-L3-028,line-3 trainset 028,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-029:qa-13-passenger-systems,samawah,SAM-RS-L3-029,line-3 trainset 029,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L3-030:qa-13-passenger-systems,samawah,SAM-RS-L3-030,line-3 trainset 030,rolling-stock,line-3,qa-13-passenger-systems,rolling-stock,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,planned
samawah:SAM-RS-L1-001:qa-14-onboard-control,samawah,SAM-RS-L1-001,line-1 trainset 001,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-002:qa-14-onboard-control,samawah,SAM-RS-L1-002,line-1 trainset 002,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-003:qa-14-onboard-control,samawah,SAM-RS-L1-003,line-1 trainset 003,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-004:qa-14-onboard-control,samawah,SAM-RS-L1-004,line-1 trainset 004,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-005:qa-14-onboard-control,samawah,SAM-RS-L1-005,line-1 trainset 005,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-006:qa-14-onboard-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-007:qa-14-onboard-control,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-008:qa-14-onboard-control,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-009:qa-14-onboard-control,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-010:qa-14-onboard-control,samawah,SAM-RS-L1-010,line-1 trainset 010,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-011:qa-14-onboard-control,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-012:qa-14-onboard-control,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-013:qa-14-onboard-control,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-014:qa-14-onboard-control,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-015:qa-14-onboard-control,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-016:qa-14-onboard-control,samawah,SAM-RS-L1-016,line-1 trainset 016,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-017:qa-14-onboard-control,samawah,SAM-RS-L1-017,line-1 trainset 017,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-018:qa-14-onboard-control,samawah,SAM-RS-L1-018,line-1 trainset 018,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-019:qa-14-onboard-control,samawah,SAM-RS-L1-019,line-1 trainset 019,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-020:qa-14-onboard-control,samawah,SAM-RS-L1-020,line-1 trainset 020,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-021:qa-14-onboard-control,samawah,SAM-RS-L1-021,line-1 trainset 021,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-022:qa-14-onboard-control,samawah,SAM-RS-L1-022,line-1 trainset 022,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-023:qa-14-onboard-control,samawah,SAM-RS-L1-023,line-1 trainset 023,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-024:qa-14-onboard-control,samawah,SAM-RS-L1-024,line-1 trainset 024,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-025:qa-14-onboard-control,samawah,SAM-RS-L1-025,line-1 trainset 025,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-026:qa-14-onboard-control,samawah,SAM-RS-L1-026,line-1 trainset 026,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-027:qa-14-onboard-control,samawah,SAM-RS-L1-027,line-1 trainset 027,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-028:qa-14-onboard-control,samawah,SAM-RS-L1-028,line-1 trainset 028,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-029:qa-14-onboard-control,samawah,SAM-RS-L1-029,line-1 trainset 029,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-030:qa-14-onboard-control,samawah,SAM-RS-L1-030,line-1 trainset 030,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-031:qa-14-onboard-control,samawah,SAM-RS-L1-031,line-1 trainset 031,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-032:qa-14-onboard-control,samawah,SAM-RS-L1-032,line-1 trainset 032,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-033:qa-14-onboard-control,samawah,SAM-RS-L1-033,line-1 trainset 033,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-034:qa-14-onboard-control,samawah,SAM-RS-L1-034,line-1 trainset 034,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-035:qa-14-onboard-control,samawah,SAM-RS-L1-035,line-1 trainset 035,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-036:qa-14-onboard-control,samawah,SAM-RS-L1-036,line-1 trainset 036,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
samawah:SAM-RS-L1-037:qa-14-onboard-control,samawah,SAM-RS-L1-037,line-1 trainset 037,rolling-stock,line-1,qa-14-onboard-control,rolling-stock,software/hardware acceptance,"Hardware identity, firmware versions, message authentication, degraded-mode response, and simulator replay pass before line testing.","hardware serial register, firmware hash register, cybersecurity checklist, simulator replay, trainline continuity test",safety software lead,planned
