task_uid,city,asset_id,asset_name,asset_type,line,task_id,cadence,trigger,scope,evidence_required,owner,next_due_basis,status,severity
mosul:MOS-RS-L3-018:rs-bogie-overhaul,mosul,MOS-RS-L3-018,line-3 trainset 018,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-019:rs-bogie-overhaul,mosul,MOS-RS-L3-019,line-3 trainset 019,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-020:rs-bogie-overhaul,mosul,MOS-RS-L3-020,line-3 trainset 020,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-021:rs-bogie-overhaul,mosul,MOS-RS-L3-021,line-3 trainset 021,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-022:rs-bogie-overhaul,mosul,MOS-RS-L3-022,line-3 trainset 022,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-023:rs-bogie-overhaul,mosul,MOS-RS-L3-023,line-3 trainset 023,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-024:rs-bogie-overhaul,mosul,MOS-RS-L3-024,line-3 trainset 024,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-025:rs-bogie-overhaul,mosul,MOS-RS-L3-025,line-3 trainset 025,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-026:rs-bogie-overhaul,mosul,MOS-RS-L3-026,line-3 trainset 026,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-027:rs-bogie-overhaul,mosul,MOS-RS-L3-027,line-3 trainset 027,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-028:rs-bogie-overhaul,mosul,MOS-RS-L3-028,line-3 trainset 028,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-029:rs-bogie-overhaul,mosul,MOS-RS-L3-029,line-3 trainset 029,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-030:rs-bogie-overhaul,mosul,MOS-RS-L3-030,line-3 trainset 030,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-031:rs-bogie-overhaul,mosul,MOS-RS-L3-031,line-3 trainset 031,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-032:rs-bogie-overhaul,mosul,MOS-RS-L3-032,line-3 trainset 032,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-033:rs-bogie-overhaul,mosul,MOS-RS-L3-033,line-3 trainset 033,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-034:rs-bogie-overhaul,mosul,MOS-RS-L3-034,line-3 trainset 034,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-035:rs-bogie-overhaul,mosul,MOS-RS-L3-035,line-3 trainset 035,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-036:rs-bogie-overhaul,mosul,MOS-RS-L3-036,line-3 trainset 036,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-037:rs-bogie-overhaul,mosul,MOS-RS-L3-037,line-3 trainset 037,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-038:rs-bogie-overhaul,mosul,MOS-RS-L3-038,line-3 trainset 038,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-039:rs-bogie-overhaul,mosul,MOS-RS-L3-039,line-3 trainset 039,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-040:rs-bogie-overhaul,mosul,MOS-RS-L3-040,line-3 trainset 040,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-041:rs-bogie-overhaul,mosul,MOS-RS-L3-041,line-3 trainset 041,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-042:rs-bogie-overhaul,mosul,MOS-RS-L3-042,line-3 trainset 042,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-043:rs-bogie-overhaul,mosul,MOS-RS-L3-043,line-3 trainset 043,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-044:rs-bogie-overhaul,mosul,MOS-RS-L3-044,line-3 trainset 044,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-045:rs-bogie-overhaul,mosul,MOS-RS-L3-045,line-3 trainset 045,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-046:rs-bogie-overhaul,mosul,MOS-RS-L3-046,line-3 trainset 046,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-047:rs-bogie-overhaul,mosul,MOS-RS-L3-047,line-3 trainset 047,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-048:rs-bogie-overhaul,mosul,MOS-RS-L3-048,line-3 trainset 048,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-049:rs-bogie-overhaul,mosul,MOS-RS-L3-049,line-3 trainset 049,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-050:rs-bogie-overhaul,mosul,MOS-RS-L3-050,line-3 trainset 050,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-051:rs-bogie-overhaul,mosul,MOS-RS-L3-051,line-3 trainset 051,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-052:rs-bogie-overhaul,mosul,MOS-RS-L3-052,line-3 trainset 052,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-053:rs-bogie-overhaul,mosul,MOS-RS-L3-053,line-3 trainset 053,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-054:rs-bogie-overhaul,mosul,MOS-RS-L3-054,line-3 trainset 054,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-055:rs-bogie-overhaul,mosul,MOS-RS-L3-055,line-3 trainset 055,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-056:rs-bogie-overhaul,mosul,MOS-RS-L3-056,line-3 trainset 056,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-057:rs-bogie-overhaul,mosul,MOS-RS-L3-057,line-3 trainset 057,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-058:rs-bogie-overhaul,mosul,MOS-RS-L3-058,line-3 trainset 058,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-059:rs-bogie-overhaul,mosul,MOS-RS-L3-059,line-3 trainset 059,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-060:rs-bogie-overhaul,mosul,MOS-RS-L3-060,line-3 trainset 060,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L3-061:rs-bogie-overhaul,mosul,MOS-RS-L3-061,line-3 trainset 061,rolling-stock,line-3,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-001:rs-bogie-overhaul,mosul,MOS-RS-L4-001,line-4 trainset 001,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-002:rs-bogie-overhaul,mosul,MOS-RS-L4-002,line-4 trainset 002,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-003:rs-bogie-overhaul,mosul,MOS-RS-L4-003,line-4 trainset 003,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-004:rs-bogie-overhaul,mosul,MOS-RS-L4-004,line-4 trainset 004,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-005:rs-bogie-overhaul,mosul,MOS-RS-L4-005,line-4 trainset 005,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-006:rs-bogie-overhaul,mosul,MOS-RS-L4-006,line-4 trainset 006,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-007:rs-bogie-overhaul,mosul,MOS-RS-L4-007,line-4 trainset 007,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-008:rs-bogie-overhaul,mosul,MOS-RS-L4-008,line-4 trainset 008,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-009:rs-bogie-overhaul,mosul,MOS-RS-L4-009,line-4 trainset 009,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-010:rs-bogie-overhaul,mosul,MOS-RS-L4-010,line-4 trainset 010,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-011:rs-bogie-overhaul,mosul,MOS-RS-L4-011,line-4 trainset 011,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-012:rs-bogie-overhaul,mosul,MOS-RS-L4-012,line-4 trainset 012,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-013:rs-bogie-overhaul,mosul,MOS-RS-L4-013,line-4 trainset 013,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-014:rs-bogie-overhaul,mosul,MOS-RS-L4-014,line-4 trainset 014,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-015:rs-bogie-overhaul,mosul,MOS-RS-L4-015,line-4 trainset 015,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-016:rs-bogie-overhaul,mosul,MOS-RS-L4-016,line-4 trainset 016,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-017:rs-bogie-overhaul,mosul,MOS-RS-L4-017,line-4 trainset 017,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-018:rs-bogie-overhaul,mosul,MOS-RS-L4-018,line-4 trainset 018,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-019:rs-bogie-overhaul,mosul,MOS-RS-L4-019,line-4 trainset 019,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-020:rs-bogie-overhaul,mosul,MOS-RS-L4-020,line-4 trainset 020,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-021:rs-bogie-overhaul,mosul,MOS-RS-L4-021,line-4 trainset 021,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-022:rs-bogie-overhaul,mosul,MOS-RS-L4-022,line-4 trainset 022,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-023:rs-bogie-overhaul,mosul,MOS-RS-L4-023,line-4 trainset 023,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-024:rs-bogie-overhaul,mosul,MOS-RS-L4-024,line-4 trainset 024,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-025:rs-bogie-overhaul,mosul,MOS-RS-L4-025,line-4 trainset 025,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-026:rs-bogie-overhaul,mosul,MOS-RS-L4-026,line-4 trainset 026,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-027:rs-bogie-overhaul,mosul,MOS-RS-L4-027,line-4 trainset 027,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-028:rs-bogie-overhaul,mosul,MOS-RS-L4-028,line-4 trainset 028,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-029:rs-bogie-overhaul,mosul,MOS-RS-L4-029,line-4 trainset 029,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-030:rs-bogie-overhaul,mosul,MOS-RS-L4-030,line-4 trainset 030,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-031:rs-bogie-overhaul,mosul,MOS-RS-L4-031,line-4 trainset 031,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-032:rs-bogie-overhaul,mosul,MOS-RS-L4-032,line-4 trainset 032,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-033:rs-bogie-overhaul,mosul,MOS-RS-L4-033,line-4 trainset 033,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-034:rs-bogie-overhaul,mosul,MOS-RS-L4-034,line-4 trainset 034,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-035:rs-bogie-overhaul,mosul,MOS-RS-L4-035,line-4 trainset 035,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-036:rs-bogie-overhaul,mosul,MOS-RS-L4-036,line-4 trainset 036,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-037:rs-bogie-overhaul,mosul,MOS-RS-L4-037,line-4 trainset 037,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-038:rs-bogie-overhaul,mosul,MOS-RS-L4-038,line-4 trainset 038,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-039:rs-bogie-overhaul,mosul,MOS-RS-L4-039,line-4 trainset 039,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-040:rs-bogie-overhaul,mosul,MOS-RS-L4-040,line-4 trainset 040,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
mosul:MOS-RS-L4-041:rs-bogie-overhaul,mosul,MOS-RS-L4-041,line-4 trainset 041,rolling-stock,line-4,rs-bogie-overhaul,"600,000 km",km,"bogie strip, frame inspection, bearing renewal, suspension check, brake rigging overhaul",bogie overhaul dossier,main-heavy depot,"asset_service_km >= 600,000",scheduled,usage-based
